Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies
B5 LM,STUART,2962.5,63.502,0.318,6.1,14.75,3.682,2,0.634,6
B5 LM,STUART,2963.0,57.904,0.349,2.8,12.9,3.937,2,0.61,6
B5 LM,STUART,2963.5,52.935,0.415,2.3,10.25,4.133,2,0.585,6
B5 LM,STUART,2964.5,39.927,0.605,3.5,6.75,4.468,2,0.537,7
B5 LM,STUART,2965.0,36.215,0.703,2.4,6.0,4.575,2,0.512,5
B5 LM,STUART,2965.5,31.253,0.787,2.3,4.45,4.557,2,0.488,5
B5 LM,STUART,2966.0,28.446,0.8320000000000001,2.2,3.4,4.573,2,0.463,5
B5 LM,STUART,2966.5,27.296,0.821,1.2,4.4,4.79,2,0.439,5
B5 LM,STUART,2967.0,28.944000000000006,0.755,-0.4,7.3,4.887,2,0.415,5
B5 LM,STUART,2967.5,31.596,0.659,-1.6,11.0,4.824,2,0.39,5
B5 LM,STUART,2968.0,33.212,0.574,-3.1,14.45,4.765,2,0.366,5
B5 LM,STUART,2968.5,34.689,0.517,-3.0,16.4,4.766,2,0.341,5
B5 LM,STUART,2969.0,39.266,0.493,-1.9,16.15,4.705,2,0.317,5
B5 LM,STUART,2969.5,50.103,0.499,-2.0,14.6,4.453,2,0.293,5
B5 LM,STUART,2970.0,65.167,0.525,-1.6,13.1,4.3660000000000005,2,0.268,5
B5 LM,STUART,2970.5,76.436,0.557,-0.6,11.7,4.289,2,0.244,5
B5 LM,STUART,2971.5,99.643,0.6829999999999999,-0.3,7.95,4.395,2,0.171,5
B5 LM,STUART,2972.0,101.585,0.757,0.0,6.5,4.51,2,0.146,5
B5 LM,STUART,2972.5,95.775,0.85,1.6,4.9,4.53,2,0.122,5
B5 LM,STUART,2973.0,87.036,0.951,2.1,3.95,4.456,2,0.098,5
B5 LM,STUART,2973.5,72.331,1.019,2.6,3.6,4.056,2,0.073,5
B5 LM,STUART,2974.0,58.859,0.991,3.4,3.9,3.712,2,0.049,5
B5 LM,STUART,2974.5,60.932,0.857,1.3,7.35,3.3710000000000004,2,0.024,5
C SH,STUART,2975.0,67.655,0.675,-0.8,14.4,3.131,1,1.0,5
C SH,STUART,2975.5,77.219,0.528,6.8,20.9,3.008,1,0.977,2
C SH,STUART,2976.0,82.115,0.459,10.6,24.2,2.988,1,0.953,2
C SH,STUART,2976.5,84.865,0.446,9.4,23.7,3.134,1,0.93,2
C SH,STUART,2977.0,84.384,0.449,13.3,21.45,3.409,1,0.907,2
C SH,STUART,2977.5,81.77199999999998,0.443,14.8,20.9,3.483,1,0.884,2
C SH,STUART,2978.0,78.998,0.444,16.5,20.65,3.438,1,0.8370000000000001,2
C SH,STUART,2979.0,79.194,0.462,14.8,19.9,3.45,1,0.7909999999999999,2
C SH,STUART,2979.5,78.99,0.451,13.5,19.65,3.393,1,0.767,2
C SH,STUART,2980.0,79.21,0.441,15.1,18.95,3.475,1,0.7440000000000001,2
C SH,STUART,2980.5,78.1,0.451,15.6,17.5,3.478,1,0.721,2
C SH,STUART,2981.0,78.59,0.489,14.3,16.75,3.505,1,0.698,2
C SH,STUART,2981.5,79.439,0.544,12.7,15.25,3.478,1,0.674,2
C SH,STUART,2982.0,81.29899999999998,0.5760000000000001,11.5,14.65,3.4530000000000003,1,0.6509999999999999,2
C SH,STUART,2982.5,78.933,0.494,11.9,14.85,3.479,1,0.605,2
C SH,STUART,2983.0,79.471,0.441,13.4,16.3,3.494,1,0.581,2
C SH,STUART,2984.0,82.76799999999999,0.468,14.3,16.05,3.4930000000000003,1,0.535,2
C SH,STUART,2984.5,79.02199999999998,0.537,12.9,15.05,3.5,1,0.512,2
C SH,STUART,2985.0,76.74600000000002,0.601,11.4,13.8,3.4410000000000003,1,0.488,2
C SH,STUART,2985.5,73.066,0.638,11.1,13.25,3.426,1,0.465,2
C SH,STUART,2986.0,70.35600000000001,0.6509999999999999,11.0,13.1,3.447,1,0.442,2
C SH,STUART,2986.5,74.608,0.621,10.5,14.85,3.399,1,0.395,2
C SH,STUART,2987.0,73.008,0.585,11.1,15.15,3.393,1,0.3720000000000001,2
C SH,STUART,2987.5,70.438,0.546,12.1,15.15,3.439,1,0.349,2
C SH,STUART,2988.5,66.75,0.46,13.6,15.2,3.4610000000000003,1,0.302,2
C SH,STUART,2989.0,69.45100000000001,0.455,13.4,14.8,3.494,1,0.279,2
C SH,STUART,2989.5,75.946,0.494,14.2,14.0,3.5410000000000004,1,0.256,2
C SH,STUART,2990.0,80.344,0.556,11.8,13.6,3.522,1,0.233,2
C SH,STUART,2990.5,83.772,0.616,10.4,12.9,3.4760000000000004,1,0.18600000000000005,2
C SH,STUART,2991.0,84.76700000000002,0.618,10.7,12.55,3.39,1,0.163,2
C SH,STUART,2991.5,84.09,0.616,9.4,13.4,3.289,1,0.14,2
C SH,STUART,2992.0,86.62799999999999,0.601,8.8,14.4,3.19,1,0.116,2
C SH,STUART,2993.0,87.07700000000001,0.498,2.0,26.4,3.088,1,0.07,2
C SH,STUART,2993.5,76.623,0.479,5.3,28.45,3.224,1,0.047,2
C SH,STUART,2994.0,62.768,0.546,3.2,26.3,3.334,1,0.023,2
C LM,STUART,2994.5,43.738,0.703,1.8,19.3,3.876,2,1.0,2
C LM,STUART,2995.0,27.859,0.855,6.9,11.75,4.508,2,0.993,2
C LM,STUART,2995.5,18.034,0.879,5.3,9.55,4.815,2,0.985,2
C LM,STUART,2996.0,13.203,0.83,3.0,9.1,4.863,2,0.978,2
C LM,STUART,2996.5,12.762,0.767,2.0,8.9,5.024,2,0.97,2
C LM,STUART,2997.0,14.843,0.7020000000000001,1.8,9.2,4.6160000000000005,2,0.963,5
C LM,STUART,2997.5,19.087,0.644,0.4,10.4,4.172,2,0.955,7
C LM,STUART,2998.0,19.087,0.644,0.4,10.4,4.172,2,0.955,7
C LM,STUART,2998.5,25.207,0.601,-0.2,10.7,3.97,2,0.948,6
C LM,STUART,2999.0,27.997,0.5870000000000001,1.1,10.25,3.933,2,0.94,6
C LM,STUART,2999.5,28.822,0.602,2.2,10.0,3.875,2,0.933,7
C LM,STUART,3000.0,28.618,0.622,1.9,10.35,3.969,2,0.925,7
C LM,STUART,3000.5,24.815,0.612,0.7,11.15,4.118,2,0.918,4
C LM,STUART,3001.0,23.371,0.575,0.2,11.8,4.243,2,0.91,5
C LM,STUART,3001.5,23.052,0.542,0.1,12.35,4.1960000000000015,2,0.903,4
C LM,STUART,3002.0,23.109,0.522,-0.1,12.15,4.192,2,0.8959999999999999,7
C LM,STUART,3002.5,24.138,0.511,-0.3,12.05,3.978,2,0.888,7
C LM,STUART,3003.0,24.448,0.511,-0.1,11.75,3.975,2,0.8809999999999999,7
C LM,STUART,3003.5,25.419,0.523,0.0,11.6,3.962,2,0.873,7
C LM,STUART,3004.0,26.724,0.56,-0.7,11.35,3.99,2,0.866,7
C LM,STUART,3004.5,29.213,0.623,-0.8,10.7,3.885,2,0.858,5
C LM,STUART,3005.0,34.036,0.6859999999999999,0.4,9.4,3.816,2,0.851,5
C LM,STUART,3005.5,38.157,0.716,1.7,7.75,3.66,2,0.843,5
C LM,STUART,3006.0,40.45,0.701,1.8,6.8,3.544,2,0.836,5
C LM,STUART,3006.5,41.576,0.662,3.5,6.45,3.392,2,0.828,5
C LM,STUART,3007.0,40.12300000000001,0.633,3.7,7.35,3.24,2,0.821,5
C LM,STUART,3007.5,36.663,0.632,3.4,8.1,3.212,2,0.813,5
C LM,STUART,3008.0,32.706,0.65,3.8,8.3,3.253,2,0.8059999999999999,5
C LM,STUART,3008.5,30.323,0.672,3.4,8.7,3.289,2,0.799,5
C LM,STUART,3009.0,28.601,0.6940000000000001,3.0,9.4,3.314,2,0.7909999999999999,5
C LM,STUART,3009.5,28.169,0.721,2.4,9.7,3.262,2,0.784,5
C LM,STUART,3010.0,29.442,0.7559999999999999,1.4,9.8,3.31,2,0.7759999999999999,5
C LM,STUART,3010.5,30.878,0.795,0.7,9.55,3.359,2,0.769,5
C LM,STUART,3011.0,32.151,0.8320000000000001,0.1,9.35,3.409,2,0.7609999999999999,5
C LM,STUART,3011.5,33.677,0.856,0.4,9.1,3.417,2,0.754,5
C LM,STUART,3012.0,33.701,0.872,1.1,8.95,3.444,2,0.746,5
C LM,STUART,3012.5,35.105,0.889,1.5,8.75,3.466,2,0.7390000000000001,5
C LM,STUART,3013.0,37.104,0.914,1.6,8.6,3.49,2,0.731,5
C LM,STUART,3013.5,37.349,0.939,2.1,7.95,3.418,2,0.7240000000000001,5
C LM,STUART,3014.0,37.936,0.952,2.4,7.7,3.504,2,0.716,5
C LM,STUART,3014.5,39.087,0.953,2.1,7.75,3.511,2,0.7090000000000001,5
C LM,STUART,3015.0,38.059,0.951,1.7,7.55,3.55,2,0.701,5
C LM,STUART,3015.5,37.202,0.952,2.2,7.3,3.603,2,0.6940000000000001,5
C LM,STUART,3016.0,37.218,0.951,1.8,7.5,3.675,2,0.687,4
C LM,STUART,3016.5,37.781,0.949,1.4,7.6,3.741,2,0.679,4
C LM,STUART,3017.0,40.164,0.948,1.5,7.35,3.735,2,0.672,4
C LM,STUART,3017.5,40.956,0.95,1.6,7.3,3.747,2,0.664,4
C LM,STUART,3018.0,41.01300000000001,0.952,1.5,7.25,3.64,2,0.657,4
C LM,STUART,3018.5,42.547,0.95,1.9,7.15,3.683,2,0.649,4
C LM,STUART,3019.0,41.192,0.945,2.0,7.0,3.644,2,0.642,4
C LM,STUART,3019.5,42.726000000000006,0.941,2.3,7.15,3.704,2,0.634,4
C LM,STUART,3020.0,44.407,0.942,3.4,7.0,3.695,2,0.627,4
C LM,STUART,3020.5,45.387,0.946,3.8,6.8,3.788,2,0.619,4
C LM,STUART,3021.0,45.052,0.945,2.6,7.5,3.917,2,0.612,4
C LM,STUART,3021.5,46.129,0.935,2.4,7.4,3.948,2,0.604,4
C LM,STUART,3022.0,47.826,0.925,2.5,7.05,4.016,2,0.597,4
C LM,STUART,3022.5,50.054,0.925,2.3,6.75,3.935,2,0.59,4
C LM,STUART,3023.0,55.562,0.933,1.8,6.9,3.974,2,0.5820000000000001,4
C LM,STUART,3023.5,63.029,0.947,2.0,6.8,3.859,2,0.575,4
C LM,STUART,3024.0,75.399,0.966,1.9,6.45,3.681,2,0.5670000000000001,4
C LM,STUART,3024.5,102.116,0.987,0.2,6.9,3.5610000000000004,2,0.56,4
C LM,STUART,3025.0,140.778,0.993,-0.4,7.0,3.513,2,0.552,4
C LM,STUART,3025.5,183.358,0.981,-0.3,7.35,3.437,2,0.545,4
C LM,STUART,3026.0,213.999,0.977,0.2,7.8,3.412,2,0.537,4
C LM,STUART,3026.5,220.413,1.004,0.0,8.0,3.528,2,0.53,4
C LM,STUART,3027.0,200.306,1.027,0.0,8.0,3.671,2,0.522,4
C LM,STUART,3027.5,162.149,0.999,-0.2,8.5,3.746,2,0.515,4
C LM,STUART,3028.0,121.202,0.95,0.2,9.2,3.892,2,0.507,3
C LM,STUART,3028.5,92.805,0.916,1.3,9.95,3.924,2,0.5,3
C LM,STUART,3029.0,77.758,0.894,1.9,10.65,3.953,2,0.493,3
C LM,STUART,3029.5,67.623,0.879,2.9,10.85,3.889,2,0.485,3
C LM,STUART,3030.0,62.37600000000001,0.873,2.5,11.45,3.799,2,0.478,3
C LM,STUART,3030.5,59.463,0.873,2.1,11.25,3.773,2,0.47,3
C LM,STUART,3031.0,55.21100000000001,0.872,2.7,10.45,3.784,2,0.463,3
C LM,STUART,3031.5,51.727,0.866,2.3,10.35,3.787,2,0.455,3
C LM,STUART,3032.0,52.38,0.858,2.1,10.75,3.776,2,0.448,3
C LM,STUART,3032.5,53.122,0.851,2.5,11.05,3.724,2,0.44,3
C LM,STUART,3033.0,51.245,0.8440000000000001,2.7,11.25,3.697,2,0.433,3
C LM,STUART,3033.5,52.208,0.836,1.5,11.75,3.653,2,0.425,3
C LM,STUART,3034.0,54.95,0.826,1.3,12.05,3.647,2,0.418,3
C LM,STUART,3034.5,54.43600000000001,0.8170000000000001,2.0,12.0,3.65,2,0.41,3
C LM,STUART,3035.0,54.81100000000001,0.81,1.8,12.1,3.678,2,0.403,3
C LM,STUART,3035.5,55.603,0.8009999999999999,1.6,12.2,3.644,2,0.396,3
C LM,STUART,3036.0,54.289,0.785,1.3,12.75,3.656,2,0.388,3
C LM,STUART,3036.5,52.38,0.768,2.0,13.0,3.5980000000000003,2,0.381,3
C LM,STUART,3037.0,53.645,0.758,2.0,13.7,3.582,2,0.373,3
C LM,STUART,3037.5,53.93,0.757,2.1,13.75,3.5810000000000004,2,0.366,3
C LM,STUART,3038.0,56.072,0.755,2.9,13.75,3.645,2,0.358,3
C LM,STUART,3038.5,59.017,0.75,4.0,13.7,3.694,2,0.35100000000000003,3
C LM,STUART,3039.0,62.144,0.742,4.4,14.1,3.65,2,0.343,3
C LM,STUART,3039.5,64.814,0.73,4.8,14.2,3.66,2,0.336,3
C LM,STUART,3040.0,66.705,0.7140000000000001,5.6,14.6,3.689,2,0.328,3
C LM,STUART,3040.5,67.568,0.695,6.5,15.45,3.674,2,0.321,3
C LM,STUART,3041.0,67.683,0.6759999999999999,6.7,15.65,3.603,2,0.313,3
C LM,STUART,3041.5,67.683,0.662,6.0,15.4,3.562,2,0.306,3
C LM,STUART,3042.0,67.683,0.6659999999999999,5.7,15.25,3.57,2,0.299,3
C LM,STUART,3042.5,67.683,0.701,6.0,15.2,3.603,2,0.29100000000000004,3
C LM,STUART,3043.0,67.683,0.778,5.1,15.65,3.537,2,0.284,3
C LM,STUART,3043.5,67.683,0.882,4.9,15.75,3.547,2,0.276,3
C LM,STUART,3044.0,67.683,0.973,4.4,15.8,3.533,2,0.269,3
C LM,STUART,3044.5,67.683,1.017,3.5,16.25,3.495,2,0.261,3
A1 LM,CRAWFORD,2973.0,34.435,0.879,3.085,8.175,3.831,2,0.991,7
A1 LM,CRAWFORD,2973.5,26.178,0.92,2.615,4.945,4.306,2,0.981,7
A1 LM,CRAWFORD,2974.0,19.463,0.967,0.82,3.82,4.578,2,0.972,7
A1 LM,CRAWFORD,2974.5,19.26,0.995,0.32,3.63,4.643,2,0.962,7
A1 LM,CRAWFORD,2975.0,19.985,1.008,0.06,4.32,4.614,2,0.953,7
A1 LM,CRAWFORD,2975.5,22.298,1.002,-0.01,5.5,4.4910000000000005,2,0.943,7
A1 LM,CRAWFORD,2976.0,24.611,0.956,0.05,6.87,4.369,2,0.934,7
A1 LM,CRAWFORD,2976.5,24.677,0.8240000000000001,0.31,6.94,4.047,2,0.915,7
A1 LM,CRAWFORD,2977.5,29.31,0.5589999999999999,2.11,6.15,3.52,2,0.8959999999999999,7
A1 LM,CRAWFORD,2978.0,37.322,0.522,3.375,8.445,3.125,2,0.887,6
A1 LM,CRAWFORD,2978.5,42.142,0.51,3.985,10.785,2.843,2,0.877,6
A1 LM,CRAWFORD,2979.0,52.434,0.4920000000000001,4.42,13.15,2.674,2,0.868,7
A1 LM,CRAWFORD,2979.5,63.181,0.473,5.18,14.13,2.644,2,0.858,7
A1 LM,CRAWFORD,2980.0,69.405,0.465,5.52,14.56,2.6630000000000003,2,0.8490000000000001,4
A1 LM,CRAWFORD,2980.5,77.785,0.475,5.82,14.94,2.68,2,0.84,4
A1 LM,CRAWFORD,2981.0,83.57700000000001,0.469,5.965,15.395,2.6660000000000004,2,0.83,3
A1 LM,CRAWFORD,2981.5,84.05799999999998,0.513,6.025,15.855,2.622,2,0.821,3
A1 LM,CRAWFORD,2982.0,81.82,0.544,5.95,16.05,2.609,2,0.8109999999999999,3
A1 LM,CRAWFORD,2982.5,80.257,0.563,5.74,16.1,2.6260000000000003,2,0.802,3
A1 LM,CRAWFORD,2983.0,79.833,0.579,5.135,15.715,2.662,2,0.792,3
A1 LM,CRAWFORD,2983.5,80.32300000000002,0.583,4.565,15.275,2.693,2,0.7829999999999999,3
A1 LM,CRAWFORD,2984.0,84.704,0.59,4.365,15.165,2.7110000000000003,2,0.774,3
A1 LM,CRAWFORD,2984.5,96.674,0.596,4.725,15.565,2.744,2,0.764,3
A1 LM,CRAWFORD,2985.0,112.662,0.609,4.88,15.71,2.824,2,0.755,3
A1 LM,CRAWFORD,2985.5,131.484,0.634,5.11,15.6,2.935,2,0.745,3
A1 LM,CRAWFORD,2986.0,138.16899999999998,0.659,5.33,15.1,3.0,2,0.736,3
A1 LM,CRAWFORD,2986.5,135.045,0.682,5.1,14.46,3.048,2,0.726,3
A1 LM,CRAWFORD,2987.0,117.726,0.7070000000000001,4.415,13.315,3.097,2,0.7170000000000001,3
A1 LM,CRAWFORD,2987.5,98.382,0.7290000000000001,3.395,11.695,3.193,2,0.708,3
A1 LM,CRAWFORD,2988.0,91.348,0.7709999999999999,3.235,10.985,3.3080000000000003,2,0.698,3
A1 LM,CRAWFORD,2988.5,87.05,0.831,3.21,10.64,3.4930000000000003,2,0.6890000000000001,3
A1 LM,CRAWFORD,2989.0,82.98,0.928,2.835,10.115,3.526,2,0.679,3
A1 LM,CRAWFORD,2989.5,67.264,1.019,0.475,8.435,3.217,2,0.67,3
A1 LM,CRAWFORD,2990.0,57.069,1.047,-2.385,7.115,3.157,2,0.66,3
A1 LM,CRAWFORD,2990.5,46.874,1.0659999999999998,-3.97,6.6,3.159,2,0.6509999999999999,5
A1 LM,CRAWFORD,2991.0,39.325,1.06,-3.69,7.15,3.224,2,0.642,5
A1 LM,CRAWFORD,2991.5,43.94600000000001,1.042,-2.73,7.29,3.272,2,0.632,5
A1 LM,CRAWFORD,2992.0,51.73,1.005,-0.9,7.98,3.29,2,0.623,5
A1 LM,CRAWFORD,2992.5,58.374,0.956,1.46,9.41,3.277,2,0.613,4
A1 LM,CRAWFORD,2993.0,67.75399999999999,0.904,3.985,11.545,3.2960000000000003,2,0.604,4
A1 LM,CRAWFORD,2993.5,71.206,0.8740000000000001,5.045,12.915,3.3280000000000003,2,0.594,3
A1 LM,CRAWFORD,2994.0,69.188,0.852,4.86,12.85,3.33,2,0.585,3
A1 LM,CRAWFORD,2994.5,58.452,0.841,3.455,11.265,3.332,2,0.575,3
A1 LM,CRAWFORD,2995.0,38.715,0.816,2.185,9.855,3.365,2,0.5660000000000001,3
A1 LM,CRAWFORD,2995.5,30.541,0.8009999999999999,0.96,8.76,3.4760000000000004,2,0.557,4
A1 LM,CRAWFORD,2996.0,21.684,0.792,-0.04,8.28,3.774,2,0.547,4
A1 LM,CRAWFORD,2996.5,21.252,0.7929999999999999,-0.505,9.225,4.041,2,0.5379999999999999,4
A1 LM,CRAWFORD,2997.0,23.117,0.7929999999999999,-0.555,9.895,4.292,2,0.528,4
A1 LM,CRAWFORD,2997.5,28.85,0.7909999999999999,-0.46,9.89,4.371,2,0.519,4
A1 LM,CRAWFORD,2998.0,36.226,0.7879999999999999,-0.085,9.175,4.112,2,0.509,4
A1 LM,CRAWFORD,2998.5,42.83,0.8009999999999999,0.41,8.49,3.91,2,0.5,5
A1 LM,CRAWFORD,2999.0,46.846,0.82,1.255,8.275,3.793,2,0.491,5
A1 LM,CRAWFORD,2999.5,48.133,0.845,1.77,8.29,3.486,2,0.481,5
A1 LM,CRAWFORD,3000.0,43.162,0.8740000000000001,1.35,8.64,3.263,2,0.472,5
A1 LM,CRAWFORD,3000.5,36.586,0.92,1.01,8.74,3.187,2,0.462,3
A1 LM,CRAWFORD,3001.0,32.746,0.955,0.625,8.535,3.173,2,0.453,3
A1 LM,CRAWFORD,3001.5,30.957,0.974,0.565,8.555,3.315,2,0.443,5
A1 LM,CRAWFORD,3002.0,30.765,0.981,0.545,8.575,3.4410000000000003,2,0.434,5
A1 LM,CRAWFORD,3002.5,31.265,0.987,0.625,8.425,3.618,2,0.425,5
A1 LM,CRAWFORD,3003.0,33.124,0.994,0.755,8.045,3.943,2,0.415,5
A1 LM,CRAWFORD,3003.5,35.211,0.997,0.635,7.555,4.07,2,0.406,7
A1 LM,CRAWFORD,3004.0,36.386,0.988,0.125,7.135,3.885,2,0.396,7
A1 LM,CRAWFORD,3004.5,38.017,0.951,-0.175,6.875,3.654,2,0.387,5
A1 LM,CRAWFORD,3005.0,41.01600000000001,0.903,0.055,6.825,3.438,2,0.377,5
A1 LM,CRAWFORD,3005.5,49.654,0.8540000000000001,1.52,7.51,3.33,2,0.368,5
A1 LM,CRAWFORD,3006.0,62.06800000000001,0.799,3.1,9.13,3.209,2,0.358,5
A1 LM,CRAWFORD,3006.5,71.222,0.74,4.0,10.98,3.087,2,0.349,5
A1 LM,CRAWFORD,3007.0,73.309,0.691,4.015,12.425,2.98,2,0.34,5
A1 LM,CRAWFORD,3007.5,69.469,0.627,3.19,13.37,2.904,2,0.33,5
A1 LM,CRAWFORD,3008.0,65.857,0.5589999999999999,2.1,14.08,2.859,2,0.321,3
A1 LM,CRAWFORD,3011.0,64.253,0.212,0.24,16.36,2.374,2,0.264,3
A1 LM,CRAWFORD,3011.5,61.553,0.166,-0.295,18.395,2.329,2,0.255,3
A1 LM,CRAWFORD,3012.0,60.221,0.114,-0.59,19.27,2.315,2,0.245,3
A1 LM,CRAWFORD,3012.5,59.11600000000001,0.093,-0.655,19.655,2.302,2,0.236,3
A1 LM,CRAWFORD,3013.0,57.997,0.081,-0.8,19.69,2.258,2,0.226,3
A1 LM,CRAWFORD,3013.5,57.363,0.091,-1.105,19.095,2.2430000000000003,2,0.217,3
A1 LM,CRAWFORD,3014.0,57.863,0.14400000000000002,-1.27,18.12,2.261,2,0.208,3
A1 LM,CRAWFORD,3014.5,59.038,0.206,-1.26,17.03,2.326,2,0.198,3
A1 LM,CRAWFORD,3015.0,60.213,0.29,-1.04,16.68,2.4090000000000003,2,0.189,3
A1 LM,CRAWFORD,3015.5,61.16,0.368,-0.14,16.68,2.781,2,0.179,3
A1 LM,CRAWFORD,3016.0,58.46,0.468,-0.25,15.21,3.327,2,0.17,3
A1 LM,CRAWFORD,3016.5,53.48,0.564,0.36,11.47,3.796,2,0.16,5
A1 LM,CRAWFORD,3017.0,51.692,0.657,0.825,8.125,4.062,2,0.151,5
A1 LM,CRAWFORD,3017.5,67.238,0.807,1.7,7.13,4.173,2,0.142,3
A1 LM,CRAWFORD,3018.0,74.796,0.89,2.905,7.335,4.19,2,0.132,3
A1 LM,CRAWFORD,3018.5,75.743,0.925,3.055,7.765,4.302,2,0.123,5
A1 LM,CRAWFORD,3019.0,70.991,0.928,2.325,7.785,4.444,2,0.113,5
A1 LM,CRAWFORD,3019.5,57.348,0.929,1.355,7.395,4.492,2,0.104,5
A1 LM,CRAWFORD,3020.0,46.213,0.929,0.67,7.43,4.385,2,0.094,5
A1 LM,CRAWFORD,3020.5,42.11600000000001,0.926,0.19,7.17,4.2010000000000005,2,0.085,7
A1 LM,CRAWFORD,3021.0,44.925,0.918,-0.19,6.69,4.093,2,0.075,7
A1 LM,CRAWFORD,3021.5,55.903,0.912,0.07,5.72,4.034,2,0.066,7
A1 LM,CRAWFORD,3022.0,66.196,0.906,0.495,5.375,3.958,2,0.057,7
A1 LM,CRAWFORD,3022.5,73.52600000000002,0.894,1.44,5.26,3.82,2,0.047,7
B1 LM,CRAWFORD,3033.0,64.72,0.8490000000000001,-0.96,16.33,2.914,2,1.0,1
B1 LM,CRAWFORD,3033.5,52.445,0.892,0.91,11.35,3.292,2,0.977,1
B1 LM,CRAWFORD,3034.0,43.362,0.93,-0.02,6.92,3.571,2,0.955,5
B1 LM,CRAWFORD,3034.5,42.06399999999999,0.974,0.015,5.495,3.435,2,0.909,5
B1 LM,CRAWFORD,3035.0,45.642,0.956,0.005,5.475,3.375,2,0.8859999999999999,7
B1 LM,CRAWFORD,3036.0,59.043,0.894,0.17,6.99,3.114,2,0.841,7
B1 LM,CRAWFORD,3037.5,53.914,0.918,-0.72,19.54,3.152,2,0.773,5
B1 LM,CRAWFORD,3039.0,23.017,0.947,0.54,9.59,4.806,2,0.705,7
B1 LM,CRAWFORD,3039.5,21.228,0.973,-0.03,7.57,4.824,2,0.682,7
B1 LM,CRAWFORD,3040.0,20.109,0.985,0.225,6.725,4.81,2,0.659,7
B1 LM,CRAWFORD,3040.5,19.256,0.995,0.415,6.505,4.859,2,0.636,7
B1 LM,CRAWFORD,3041.0,18.38,0.999,0.44,6.29,4.892,2,0.614,7
B1 LM,CRAWFORD,3041.5,17.275,0.987,0.185,6.075,4.91,2,0.591,7
B1 LM,CRAWFORD,3042.0,16.39,0.975,0.015,5.815,4.88,2,0.568,7
B1 LM,CRAWFORD,3042.5,16.197,0.963,-0.205,5.445,4.834,2,0.545,7
B1 LM,CRAWFORD,3043.0,16.469,0.957,-0.225,5.335,4.76,2,0.523,7
B1 LM,CRAWFORD,3043.5,20.38,0.973,-0.295,5.255,4.669,2,0.5,7
B1 LM,CRAWFORD,3044.0,31.86,1.005,-0.185,5.045,4.547,2,0.477,7
B1 LM,CRAWFORD,3044.5,39.608,1.039,0.44,5.16,4.517,2,0.455,7
B1 LM,CRAWFORD,3045.0,43.291,1.064,0.96,5.09,4.488,2,0.4320000000000001,7
B1 LM,CRAWFORD,3045.5,44.00100000000001,1.089,1.295,4.875,4.396,2,0.409,7
B1 LM,CRAWFORD,3046.0,38.574,1.112,0.7,4.09,4.275,2,0.386,4
B1 LM,CRAWFORD,3046.5,35.19,1.128,0.195,3.575,4.245,2,0.364,4
B1 LM,CRAWFORD,3047.0,32.946,1.131,-0.215,3.205,4.434,2,0.341,4
B1 LM,CRAWFORD,3047.5,31.613000000000003,1.128,-0.095,3.545,4.405,2,0.318,5
B1 LM,CRAWFORD,3048.0,32.113,1.092,-0.005,4.715,4.329,2,0.295,5
B1 LM,CRAWFORD,3048.5,32.368,1.052,0.29,5.42,4.285,2,0.273,5
B1 LM,CRAWFORD,3049.0,31.507,0.978,0.405,5.865,4.224,2,0.25,5
B1 LM,CRAWFORD,3049.5,30.849,0.88,0.445,6.595,4.04,2,0.227,5
B1 LM,CRAWFORD,3050.0,29.953000000000007,0.772,0.91,7.82,3.451,2,0.205,5
B1 LM,CRAWFORD,3050.5,28.876,0.723,1.24,9.64,3.141,2,0.182,7
B1 LM,CRAWFORD,3051.0,28.228,0.705,1.21,10.47,3.2060000000000004,2,0.159,7
B1 LM,CRAWFORD,3051.5,28.263,0.693,1.005,10.355,3.38,2,0.136,6
B1 LM,CRAWFORD,3052.0,28.754,0.693,0.47,9.35,3.646,2,0.114,6
B1 LM,CRAWFORD,3052.5,34.26,0.6940000000000001,0.34,7.94,3.974,2,0.091,6
B1 LM,CRAWFORD,3053.0,45.01,0.6940000000000001,0.485,6.185,4.2410000000000005,2,0.068,5
B1 LM,CRAWFORD,3053.5,55.98,0.7070000000000001,0.665,5.945,4.093,2,0.045,5
B1 LM,CRAWFORD,3054.0,67.146,0.7170000000000001,0.965,6.695,3.67,2,0.023,5
B2 SH,CRAWFORD,3054.5,80.0,0.708,1.965,8.815,3.361,1,1.0,5
B2 SH,CRAWFORD,3055.0,85.05,0.69,3.215,10.515,3.16,1,0.95,7
B2 SH,CRAWFORD,3055.5,83.946,0.659,3.965,11.115,3.178,1,0.9,7
B2 SH,CRAWFORD,3056.0,80.973,0.623,4.61,10.99,3.2110000000000003,1,0.85,1
B2 SH,CRAWFORD,3056.5,78.782,0.5920000000000001,4.845,10.905,3.213,1,0.8,1
B2 SH,CRAWFORD,3057.0,76.082,0.574,4.82,10.73,3.2310000000000003,1,0.75,1
B2 SH,CRAWFORD,3057.5,72.925,0.562,4.535,10.405,3.217,1,0.7,1
B2 SH,CRAWFORD,3058.0,72.04899999999998,0.55,4.24,10.55,3.187,1,0.65,1
B2 SH,CRAWFORD,3058.5,71.391,0.535,4.115,11.005,3.128,1,0.6,1
B2 SH,CRAWFORD,3059.0,70.751,0.527,4.055,11.765,3.036,1,0.55,1
